2019	The Conquest of Siberia	Oscar Gutiérrez	6.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_conquest_of_siberia_2019
1920	Deception	Phill Freeman	6.1	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/deception_1920
1925	Variety	Paula Lago	8.2	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/variety_1925
1926	Flesh and the Devil	Claire Johnson	6.8	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/claire_johnson/flesh_and_the_devil_1926
1928	The Sex Life of the Polyp	Luisa Molina	5.0	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_sex_life_of_the_polyp_1928
1930	Hog Wild	Phill Freeman	6.9	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/hog_wild_1930
1930	Comrades of 1918	Phill Freeman	7.4	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/comrades_of_1918_1930
1931	Night Nurse	Paul Pendergast	7.4	Gran película, muy recomendable	https.//forummovies.org/reviews/paul_pendergast/night_nurse_1931
1933	I Cover the Waterfront	Luisa Molina	5.3	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/i_cover_the_waterfront_1933
1935	Mad Love	Paula Lago	6.5	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/mad_love_1935
1936	Dancing Pirate	Claire Johnson	5.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/dancing_pirate_1936
1936	Little Lord Fauntleroy	Claire Johnson	7.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/claire_johnson/little_lord_fauntleroy_1936
1936	These Three	Claire Johnson	8.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/claire_johnson/these_three_1936
1937	Victoria the Great	Paula Lago	7.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/victoria_the_great_1937
1937	Young and Innocent	Paula Lago	6.2	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/young_and_innocent_1937
1939	Trouble Brewing	Paula Lago	7.2	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/trouble_brewing_1939
1941	That Hamilton Woman	Paul Pendergast	8.1	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/that_hamilton_woman_1941
1944	Raigekitai Shutsudu00f4	Phill Freeman	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/raigekitai_shutsudu00f4_1944
1942	Moontide	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/moontide_1942
1942	Nothing But Nerves	Phill Freeman	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/nothing_but_nerves_1942
1945	The Body Snatcher	Paula Lago	6.8	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/the_body_snatcher_1945
1945	Objective, Burma!	Paula Lago	6.7	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/objective,_burma!_1945
1946	Valley of the Zombies	Claire Johnson	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/valley_of_the_zombies_1946
1947	Mother Wore Tights	Paula Lago	7.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/mother_wore_tights_1947
1948	Easter Parade	Luisa Molina	8.3	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/easter_parade_1948
1951	An American in Paris	Paul Pendergast	6.8	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/an_american_in_paris_1951
1951	Go for Broke!	Paul Pendergast	6.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/go_for_broke!_1951
1952	Affair in Trinidad	Phill Freeman	6.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/affair_in_trinidad_1952
1953	Innocents in Paris	Carlos Alonso	6.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/innocents_in_paris_1953
1952	The Snows of Kilimanjaro	Phill Freeman	6.0	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/the_snows_of_kilimanjaro_1952
1953	Fear and Desire	Carlos Alonso	5.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/fear_and_desire_1953
1953	I Confess	Carlos Alonso	7.9	Gran película, muy recomendable	https.//palomitas.com/películas/carlos_alonso/i_confess_1953
1953	The Earrings of Madame De...	Carlos Alonso	8.3	Una buena película para ver con tu pareja	https.//palomitas.com/películas/carlos_alonso/the_earrings_of_madame_de..._1953
1953	The Neanderthal Man	Carlos Alonso	4.6	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/the_neanderthal_man_1953
1954	Twist of Fate	Phill Freeman	6.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/twist_of_fate_1954
1955	To Catch a Thief	Paula Lago	7.2	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/to_catch_a_thief_1955
1956	The Killer Is Loose	Claire Johnson	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_killer_is_loose_1956
1956	The Mole People	Claire Johnson	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_mole_people_1956
1957	The True Story of Jesse James	Paula Lago	5.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_true_story_of_jesse_james_1957
1959	The 400 Blows	Paula Lago	8.5	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/the_400_blows_1959
1960	Bells Are Ringing	Phill Freeman	6.2	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/bells_are_ringing_1960
1960	Home from the Hill	Phill Freeman	6.6	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/home_from_the_hill_1960
1961	Cash on Demand	Paul Pendergast	8.2	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/cash_on_demand_1961
1962	The Exterminating oscar	Phill Freeman	8.9	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_exterminating_oscar_1962
1963	The Sadist	Luisa Molina	7.2	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_sadist_1963
1964	Seven Up!	Phill Freeman	7.1	Un buen documental	https.//forummovies.org/reviews/phill_freeman/seven_up!_1964
1965	Red Beard	Paula Lago	7.8	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/red_beard_1965
1967	Camelot	Paula Lago	5.9	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/camelot_1967
1967	The Graduate	Paula Lago	7.0	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/the_graduate_1967
1967	A Taste of Blood	Paula Lago	4.6	Una película aburrida	https.//cinemanía.com/paula/paula_lago/a_taste_of_blood_1967
1967	The Trip	Paula Lago	6.7	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_trip_1967
1967	Wait Until Dark	Paula Lago	7.3	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/wait_until_dark_1967
1967	You Only Live Twice	Paula Lago	6.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/you_only_live_twice_1967
1969	Paranoia	Paula Lago	6.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/paranoia_1969
1970	The Ancines Woods	Phill Freeman	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_ancines_woods_1970
1970	The Dunwich Horror	Phill Freeman	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_dunwich_horror_1970
1970	A Man Called Sledge	Phill Freeman	6.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/a_man_called_sledge_1970
1995	Take It Out in Trade: The Outtakes	Paula Lago	5.2	Un buen documental	https.//cinemanía.com/paula/paula_lago/take_it_out_in_trade:_the_outtakes_1995
1971	Le Mans	Paul Pendergast	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/le_mans_1971
1971	A Safe Place	Paul Pendergast	4.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/a_safe_place_1971
1973	Black Mama White Mama	Luisa Molina	6.3	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/black_mama_white_mama_1973
1972	The Tall Blond Man with One Black Shoe	Phill Freeman	6.3	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_tall_blond_man_with_one_black_shoe_1972
1973	The House in Nightmare Park	Luisa Molina	6.1	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_house_in_nightmare_park_1973
1973	Sex Thief	Luisa Molina	4.4	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/sex_thief_1973
1973	The World's Greatest Athlete	Luisa Molina	6.1	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_world's_greatest_athlete_1973
1974	Street Law	Phill Freeman	6.0	Una buena película de acción y suspense	https.//forummovies.org/reviews/phill_freeman/street_law_1974
1973	The Holy Mountain	Luisa Molina	7.3	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/the_holy_mountain_1973
1975	Breakout	Paula Lago	5.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/breakout_1975
1975	Get Mean	Paula Lago	4.0	Una película aburrida	https.//cinemanía.com/paula/paula_lago/get_mean_1975
1976	The Gumball Rally	Claire Johnson	6.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_gumball_rally_1976
1976	Vigilante Force	Claire Johnson	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/vigilante_force_1976
1978	The Bees	Luisa Molina	4.1	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/the_bees_1978
1977	Candleshoe	Paula Lago	6.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/candleshoe_1977
1977	Shock Waves	Paula Lago	6.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/shock_waves_1977
1978	The Green Room	Luisa Molina	6.6	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_green_room_1978
1978	Fingers	Luisa Molina	6.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/fingers_1978
1978	I Wanna Hold Your Hand	Luisa Molina	6.0	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/i_wanna_hold_your_hand_1978
1978	The Contract	Luisa Molina	7.1	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_contract_1978
1981	Alison's Birthday	Paul Pendergast	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/alison's_birthday_1981
1979	Delirium	Carlos Alonso	3.6	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/delirium_1979
1979	The Kung Fu Instructor	Carlos Alonso	6.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_kung_fu_instructor_1979
1979	Screams of a Winter Night	Carlos Alonso	4.4	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/screams_of_a_winter_night_1979
1979	Twice a Woman	Carlos Alonso	6.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/twice_a_woman_1979
1979	Wanda Nevada	Carlos Alonso	5.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/wanda_nevada_1979
1980	City of Women	Phill Freeman	7.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/city_of_women_1980
1981	An American Werewolf in London	Paul Pendergast	8.4	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/an_american_werewolf_in_london_1981
1981	Fru00e5n och med herr Gunnar Papphammar	Paul Pendergast	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/fru00e5n_och_med_herr_gunnar_papphammar_1981
1983	Meantime	Luisa Molina	6.6	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/meantime_1983
1982	Eating Raoul	Phill Freeman	6.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/eating_raoul_1982
1982	Mazes and Monsters	Phill Freeman	3.4	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/mazes_and_monsters_1982
1982	The Verdict	Phill Freeman	8.4	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_verdict_1982
1983	Seeding of a Ghost	Luisa Molina	6.4	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/seeding_of_a_ghost_1983
1984	A Christmas Carol	Phill Freeman	8.1	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/a_christmas_carol_1984
1984	Dreamscape	Phill Freeman	6.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/dreamscape_1984
1984	Fear City	Phill Freeman	6.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/fear_city_1984
1984	1984	Phill Freeman	6.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/1984_1984
1984	Sexmission	Phill Freeman	7.5	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/sexmission_1984
1984	Swing Shift	Phill Freeman	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/swing_shift_1984
1985	Death of a Salesman	Paula Lago	7.9	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/death_of_a_salesman_1985
1985	Once Bitten	Paula Lago	4.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/once_bitten_1985
1985	Real Genius	Paula Lago	6.4	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/real_genius_1985
1985	Stick	Paula Lago	6.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/stick_1985
1985	Young Sherlock Holmes	Paula Lago	6.7	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/young_sherlock_holmes_1985
1987	84 Charing Cross Road	Paula Lago	6.6	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/84_charing_cross_road_1987
1986	Dead End Drive-In	Claire Johnson	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/dead_end_drive-in_1986
1986	Star Trek IV: The Voyage Home	Claire Johnson	8.0	Película entretenida para pasar el rato	https.//forummovies.org/reviews/claire_johnson/star_trek_iv:_the_voyage_home_1986
1987	Back to the Beach	Paula Lago	5.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/back_to_the_beach_1987
1987	G.I. Joe: The Movie	Paula Lago	7.9	Gran película, muy recomendable	https.//cinemanía.com/paula/paula_lago/g.i._joe:_the_movie_1987
1987	House II: The Second Story	Paula Lago	6.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/house_ii:_the_second_story_1987
1987	Jaws: The Revenge	Paula Lago	2.9	Una película aburrida	https.//cinemanía.com/paula/paula_lago/jaws:_the_revenge_1987
1987	The Last Emperor	Paula Lago	8.4	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/the_last_emperor_1987
1989	Winter adu00e9	Paula Lago	8.5	Un buen documental	https.//cinemanía.com/paula/paula_lago/winter_adu00e9_1989
1988	The Couch Trip	Luisa Molina	6.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_couch_trip_1988
1988	The Dreaming	Luisa Molina	5.7	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_dreaming_1988
1988	Homeboy	Luisa Molina	5.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/homeboy_1988
1988	Jack's Back	Luisa Molina	4.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/jack's_back_1988
1988	Police Story 2	Luisa Molina	8.0	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/police_story_2_1988
1988	Mystic Pizza	Luisa Molina	6.3	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/mystic_pizza_1988
1987	Uninvited	Paula Lago	4.9	Una película aburrida	https.//cinemanía.com/paula/paula_lago/uninvited_1987
1988	The Unnamable	Luisa Molina	5.3	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/the_unnamable_1988
1990	Deep Blood	Phill Freeman	3.9	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/deep_blood_1990
1988	Journey to the Center of the Earth	Luisa Molina	3.2	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/journey_to_the_center_of_the_earth_1988
1989	Society	Paula Lago	7.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/society_1989
1990	Def by Temptation	Phill Freeman	4.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/def_by_temptation_1990
1990	Shipwrecked	Phill Freeman	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/shipwrecked_1990
1991	Riff-Raff	Paul Pendergast	7.8	Gran película, muy recomendable	https.//forummovies.org/reviews/paul_pendergast/riff-raff_1991
1990	Rosencrantz & Guildenstern Are Dead	Phill Freeman	7.1	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/rosencrantz_&_guildenstern_are_dead_1990
1989	Snake Eater	Paula Lago	4.7	Una película aburrida	https.//cinemanía.com/paula/paula_lago/snake_eater_1989
1990	Dreams	Phill Freeman	7.8	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/dreams_1990
1991	Until the End of the World	Paul Pendergast	6.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/until_the_end_of_the_world_1991
1991	Neha	Paul Pendergast	7.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/neha_1991
1990	Psycho IV: The Beginning	Phill Freeman	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/psycho_iv:_the_beginning_1990
1991	Rush	Paul Pendergast	7.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/rush_1991
1992	The Last of His Tribe	Carlos Alonso	7.8	Una buena película para ver con tu pareja	https.//palomitas.com/películas/carlos_alonso/the_last_of_his_tribe_1992
1993	Mutant Action	Luisa Molina	6.1	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/mutant_action_1993
1994	Backbeat	Phill Freeman	7.5	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/backbeat_1994
1993	Heaven & Earth	Luisa Molina	6.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/heaven_&_earth_1993
1993	Hocus Pocus	Luisa Molina	7.8	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/hocus_pocus_1993
1993	Nowhere to Run	Luisa Molina	6.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/nowhere_to_run_1993
1994	Africa: The Serengeti	Phill Freeman	8.1	Un buen documental	https.//forummovies.org/reviews/phill_freeman/africa:_the_serengeti_1994
1994	Jacob	Phill Freeman	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/jacob_1994
1995	Amanda & the Alien	Paula Lago	5.1	Una película aburrida	https.//cinemanía.com/paula/paula_lago/amanda_&_the_alien_1995
1995	The City of Lost Children	Paula Lago	7.1	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/the_city_of_lost_children_1995
1995	High Risk	Paula Lago	6.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/high_risk_1995
1996	Gray's Anatomy	Claire Johnson	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/gray's_anatomy_1996
1997	Rose Hill	Paula Lago	5.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/rose_hill_1997
1997	Batman & Robin	Paula Lago	2.9	Una película aburrida	https.//cinemanía.com/paula/paula_lago/batman_&_robin_1997
1998	The Big Lebowski	Luisa Molina	7.8	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/the_big_lebowski_1998
1997	City of Industry	Paula Lago	5.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/city_of_industry_1997
1997	Funny Games	Paula Lago	7.8	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/funny_games_1997
1997	The Game	Paula Lago	7.8	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/the_game_1997
1997	Kiss or Kill	Paula Lago	5.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/kiss_or_kill_1997
1997	Liar Liar	Paula Lago	5.9	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/liar_liar_1997
1999	Eyes Wide Shut	Paula Lago	6.7	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/eyes_wide_shut_1999
1999	From Dusk Till Dawn 3: The Hangman's Daughter	Paula Lago	5.6	Una película aburrida	https.//cinemanía.com/paula/paula_lago/from_dusk_till_dawn_3:_the_hangman's_daughter_1999
1997	Two Came Back	Paula Lago	5.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/two_came_back_1997
1988	Twister's Revenge!	Luisa Molina	3.3	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/twister's_revenge!_1988
1999	Mystery, Alaska	Paula Lago	7.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/mystery,_alaska_1999
1998	The Stalker's Apprentice	Luisa Molina	5.6	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_stalker's_apprentice_1998
1998	When He Didn't Come Home	Luisa Molina	5.2	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/when_he_didn't_come_home_1998
1973	When Love Is Lust	Luisa Molina	5.7	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/when_love_is_lust_1973
1998	Pocahontas 2: Journey to a New World (1998) (V)	Luisa Molina	5.7	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/pocahontas_2:_journey_to_a_new_world_(1998)_(v)_1998
1998	The Idiots	Luisa Molina	7.4	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_idiots_1998
1999	Hot Wax Zombies on Wheels	Paula Lago	4.0	Una película aburrida	https.//cinemanía.com/paula/paula_lago/hot_wax_zombies_on_wheels_1999
1999	The Trench	Paula Lago	6.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_trench_1999
1989	The Masque of the Red Death	Paula Lago	3.1	Una película aburrida	https.//cinemanía.com/paula/paula_lago/the_masque_of_the_red_death_1989
2000	Traffic	Phill Freeman	7.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/traffic_2000
1994	L.A. Wars	Phill Freeman	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/l.a._wars_1994
2000	The Patriot	Phill Freeman	7.4	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_patriot_2000
1967	Inflatable Sex Doll of the Wastelands	Paula Lago	6.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/inflatable_sex_doll_of_the_wastelands_1967
2000	The Convent	Phill Freeman	5.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_convent_2000
2000	The List	Phill Freeman	5.2	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/the_list_2000
2000	Timecode	Phill Freeman	5.5	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/timecode_2000
1972	Female Prisoner #701: Scorpion	Phill Freeman	6.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/female_prisoner_#701:_scorpion_1972
2001	The Forsaken	Paul Pendergast	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_forsaken_2001
2000	The Last Musketeer	Phill Freeman	6.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_last_musketeer_2000
2002	City by the Sea	Phill Freeman	6.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/city_by_the_sea_2002
1992	The Room	Carlos Alonso	6.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_room_1992
2000	Out Live	Phill Freeman	5.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/out_live_2000
2002	Miranda	Phill Freeman	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/miranda_2002
2001	Get Well Soon	Paul Pendergast	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/get_well_soon_2001
2003	A Guy Thing	Luisa Molina	4.8	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/a_guy_thing_2003
2002	Poppitz	Phill Freeman	7.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/poppitz_2002
2003	The Last Cowboy	Luisa Molina	6.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_last_cowboy_2003
2003	Seeking Temporary Wife	Luisa Molina	3.6	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/seeking_temporary_wife_2003
2003	Paycheck	Luisa Molina	7.3	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/paycheck_2003
1996	Madam Q	Claire Johnson	3.5	Una película aburrida	https.//forummovies.org/reviews/claire_johnson/madam_q_1996
2004	Mickey, Donald, Goofy: The Three Musketeers	Phill Freeman	5.9	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/mickey,_donald,_goofy:_the_three_musketeers_2004
2005	Beowulf & Grendel	Carlos Alonso	6.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/beowulf_&_grendel_2005
2004	The Undeserved	Phill Freeman	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_undeserved_2004
2005	The Plane	Carlos Alonso	5.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_plane_2005
2006	The Texas Chainsaw Massacre: The Beginning	Claire Johnson	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_texas_chainsaw_massacre:_the_beginning_2006
2005	Four Brothers	Carlos Alonso	6.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/four_brothers_2005
2006	Fay Grim	Claire Johnson	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/fay_grim_2006
2008	The Express	Luisa Molina	6.3	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/the_express_2008
